City,County,id,DateAdded,Price,Exterior color,Bedrooms,Bathrooms,Floors,waterfront,View,Condition,Grade,Sqft_living,Sqft_lot,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,timedelta,Country,Country-ISO,Full-State,State,lat,long,NeighborhoodName,ZipCode
Pinehurst,Shoshone,923000580,2015-02-23,614000,white,4,2,1,False,2,4,8,2760,8160,1780,980,1940,0,-2.084558683564815,USA,USA,Idaho,ID,47.501823,-116.264679,,32503
Berlin,,1598600320,2015-04-16,339900,Null,4,1,1,False,2,3,7,1570,9210,1400,170,1965,0,0.1037475940162037,Germany,DEU,,,50.50731,9.41517,Rohberg,30826
Toronto,,4077800455,2015-03-26,570000,light blue,4,3,1,False,0,5,7,2460,10401,1700,760,1947,0,0.5225774898148148,Canada,CAN,,,47.23342,-74.39919,Île Kakinockwanakacik,V8B 2C0
Toronto,,1315300095,2014-08-12,790000,,4,3,2,False,0,3,9,2720,3000,2250,470,2014,0,6.749638749606483,Canada,CAN,,,45.966770000000004,-82.68316,Creighton Point,E9B 6E5
Yellowknife,,3335000050,2014-07-14,397000,black,2,1,1,False,0,3,7,1610,4104,950,660,1996,0,-0.9670259650347222,Canada,CAN,,,62.30044,-114.18586,Wool Bay,T5A 1S8
Edmonton,,7960100120,2014-06-12,600000,light pink,3,2,2,False,0,4,8,1480,5400,1480,0,1914,0,5.58568150025463,Canada,CAN,,,49.800059999999995,-111.00166999999999,Whitla Coulee,J3X 4T9
Dawson_Creek,,7137300245,2015-04-29,475000,gray,3,1,1,False,0,3,7,1340,2805,1340,0,1919,0,2.358540086967593,Canada,CAN,,,54.93316,-121.00287,Mount Babcock,H9J 9T6
Valley Ford,Sonoma,3394100030,2014-09-09,975000,white,4,2,2,False,0,3,10,2720,11049,2720,0,1989,0,8.845351685300926,USA,USA,California,CA,38.315729,-122.924457,,48103
Berlin,,3904990570,2014-05-24,496700,light pink,3,2,2,False,0,4,8,1740,5782,1740,0,1989,0,7.931106098796296,Germany,DEU,,,49.37536,8.70463,Boxberg,32445
Berlin,,3343300644,2015-05-11,343000,gray,2,1,1,False,0,5,6,1110,9920,700,410,1942,0,0.1118479435648148,Germany,DEU,,,52.282579999999996,13.787220000000001,Eich-Berg,54827
Bearsville,Ulster,7771300125,2015-04-08,487000,gray,3,2,1,False,0,5,8,2590,14052,1720,870,1948,0,5.830944932581017,USA,USA,New York,NY,42.041990999999996,-74.171298,,92111
Bloomingburg,Fayette,9284802215,2014-12-05,430000,yelow,5,3,1,False,0,3,8,2500,5750,1430,1070,1999,0,-1.4977049942361107,USA,USA,Ohio,OH,39.628617,-83.409521,,52761
Toronto,,4178600040,2015-04-07,660000,black,3,2,2,False,0,3,9,2390,15669,2390,0,1991,0,1.8635523886458332,Canada,CAN,,,47.47528,-74.37833,Lac Paquin,K4M 7S4
Westville,Adair,3885803245,2015-03-05,1650000,white,5,4,2,False,0,3,10,3310,8400,3310,0,2000,0,6.927256856909722,USA,USA,Oklahoma,OK,35.991226,-94.59262700000001,,17109
Rex,Clayton,9201000100,2015-04-14,765000,light blue,3,2,2,False,2,3,8,2300,9752,2300,0,1968,2003,-2.341359101018519,USA,USA,Georgia,GA,33.580805,-84.278228,,98144
Toronto,,1246700050,2014-06-12,370000,light pink,2,1,1,False,0,4,6,1220,17172,1220,0,1947,0,9.246971936481485,Canada,CAN,,,49.4769,-87.14562,Hartley Lake,J7X 0R1
Berlin,,3276180210,2014-11-17,311000,red,3,2,1,False,0,3,7,1400,7880,1000,400,1981,0,4.744657833425927,Germany,DEU,,,51.04873,13.719389999999999,Dresden Freiberger Straße,64999
New Enterprise,Bedford,3626039299,2015-02-24,588000,white,3,1,1,False,0,4,8,1910,8167,1270,640,1951,0,10.73290739596065,USA,USA,Pennsylvania,PA,40.200013,-78.425916,,55021
Winnipeg,,8691440330,2014-09-29,1138990,white,5,3,2,False,3,3,10,4280,6530,4280,0,2014,0,7.272328159849538,Canada,CAN,,,50.936690000000006,-101.04509,Round Lake,T1G 7Y6
Irvington,Lancaster,5634500179,2014-12-15,424500,white,4,1,1,False,0,3,7,1830,6985,1080,750,1967,0,-1.125081179398148,USA,USA,Virginia,VA,37.664516,-76.416016,,49417
George,Lyon,7132300695,2015-04-21,435000,light blue,3,1,1,False,0,3,7,1300,3348,1300,0,1904,2014,-2.81705418462963,USA,USA,Iowa,IA,43.343903000000005,-95.98938299999999,,48348
St_Johns,,8731800840,2014-06-19,265000,yelow,3,1,1,False,0,3,8,1840,7300,1840,0,1966,0,-2.156609599351852,Canada,CAN,,,48.20001,-58.59851999999999,Tom Evans Pond,X0A 3T7
Winnipeg,,582000644,2015-05-01,872500,white,4,2,1,False,0,3,9,1990,6000,1260,730,1956,2015,-1.177121249166667,Canada,CAN,,,50.47905,-91.83468,Perdue Lake,N4N 5N2
Berlin,,1049010620,2014-05-13,90000,white,2,1,1,False,0,3,7,790,2640,790,0,1973,0,1.807868208564815,Germany,DEU,,,50.16667,8.08333,Frankenberg,93139
Huntsville,Schuyler,8682262400,2014-07-18,430000,white,2,1,1,False,0,3,8,1350,4003,1350,0,2004,0,2.631775381041667,USA,USA,Illinois,IL,40.154396000000006,-90.85313599999999,,60068
Toronto,,3585901025,2014-06-13,1735000,pink,3,2,1,False,4,5,10,4310,32093,2510,1800,1982,0,5.888544059375,Canada,CAN,,,50.45278,-65.30694,Lac à Moïse-Mayer,H4E 5K5
Deerfield,Lenawee,7853310150,2014-07-22,625000,white,5,1,2,False,0,3,9,3240,5324,3240,0,2007,0,1.905114124363426,USA,USA,Michigan,MI,41.890912,-83.784739,,32779
Berlin,,424069010,2014-07-21,625000,white,4,2,2,False,0,4,8,2470,17008,2470,0,1979,0,8.553544247847222,Germany,DEU,,,54.78143000000001,8.82572,dänische Schule Nibüll,43734
Kenbridge,Lunenburg,9406550100,2014-09-23,325000,gray,4,2,2,False,0,3,7,1930,8458,1930,0,1993,0,4.192034527939815,USA,USA,Virginia,VA,36.932965,-78.124238,,29621
Vancouver,,1745000090,2014-11-10,208000,light pink,3,1,1,False,0,4,7,1210,7247,1210,0,1967,0,1.054237298344907,Canada,CAN,,,50.316320000000005,-125.78623999999999,Mount Milner,L3Z 0G4
Toronto,,7686203620,2014-09-25,260000,light pink,4,2,1,False,0,3,7,2050,12500,1300,750,1965,0,1.3717008670717592,Canada,CAN,,,42.56338,-80.16024,Deep Springs,G6L 8G6
Edmonton,,3629960170,2014-10-21,445000,blue,3,3,2,False,0,3,8,1710,1960,1360,350,2004,0,10.2252640141088,Canada,CAN,,,55.4001,-116.13576,Sucker Creek,N8P 7H9
Newfield,York,7853301560,2014-06-25,762000,yelow,4,3,2,False,0,3,9,4000,15253,4000,0,2007,0,8.393705831099538,USA,USA,Maine,ME,43.648056,-70.8475,,44004
Cavetown,Washington,626059335,2014-09-04,527000,white,4,2,2,False,0,3,8,2330,19436,2330,0,1987,0,3.657353087650463,USA,USA,Maryland,MD,39.644166999999996,-77.586111,,49684
Berlin,,4206901200,2014-08-25,785000,white,4,1,1,False,0,3,8,2220,4000,1970,250,1925,0,-1.8249831284027782,Germany,DEU,,,53.98826,9.868219999999999,Hardebek,44084
Barrackville,Marion,7348200195,2014-12-09,173250,yelow,3,1,1,False,0,3,7,990,12696,990,0,1936,0,0.000829767662037037,USA,USA,West Virginia,WV,39.503611,-80.166944,,27284
Toronto,,2896610210,2014-09-25,319000,gray,3,1,1,False,0,3,7,960,8556,960,0,1971,0,-0.1172992515393519,Canada,CAN,,,,,,
Marion Junction,Dallas,952004725,2014-11-06,280000,white,2,1,1,False,0,3,6,880,5750,880,0,1939,0,0.7199846399305556,USA,USA,Alabama,AL,32.426589,-87.27018100000001,,30080
Toronto,,3754501205,2015-04-29,1085000,Null,3,2,2,False,3,3,11,2840,7500,2840,0,1997,0,5.859589661493057,Canada,CAN,,,49.83083,-63.630559999999996,Lac Collard,E5P 1N4
Saint Elmo,Fayette,3388300730,2014-09-10,550388,pink,3,3,1,False,2,5,7,1720,70567,1720,0,1966,0,1.834741820300926,USA,USA,Illinois,IL,39.031544,-88.855181,,27028
St_Johns,,3222059130,2014-06-16,565000,light pink,4,2,2,False,0,4,9,3130,139392,3130,0,1981,0,4.867624863993055,Canada,CAN,,,48.7193,-53.759190000000004,White Point,S9H 1L4
Toronto,,622049106,2014-12-02,570000,white,6,2,1,False,0,3,8,3370,15625,1770,1600,1964,0,7.635571358645834,Canada,CAN,,,48.89028,-80.83471999999999,Jeannie Lake,H0H 8R6
Toronto,,2320069260,2014-10-27,415000,yelow,3,2,1,False,2,5,8,2010,33090,2010,0,1986,0,5.940938930173612,Canada,CAN,,,47.50222,-84.23583,Buddy Lake,V1L 4R7
Roberta,Crawford,1789900080,2014-07-22,209950,light pink,3,1,1,False,0,3,7,1570,15570,1570,0,1981,0,-0.4018826963888888,USA,USA,Georgia,GA,32.722152,-84.045114,,07002
Berlin,,809001520,2014-11-05,1850000,light gray,4,3,3,False,0,3,8,3480,6000,3480,0,2014,0,3.454655755173611,Germany,DEU,,,47.798140000000004,11.93806,Köck,18256
Weaver,Calhoun,9238901420,2015-02-02,442000,yelow,3,1,1,False,0,4,7,1190,5100,1030,160,1941,0,1.589123003217592,USA,USA,Alabama,AL,33.756285999999996,-85.810666,,97124
Berlin,,6870300060,2014-09-22,470000,yelow,3,2,2,False,0,3,8,2120,2374,1770,350,2005,0,-1.81093157962963,Germany,DEU,,,51.11244,11.39359,Wenigen-Buttstädt,53757
Libuse,Rapides,7436500360,2014-06-06,510000,yelow,3,1,1,False,0,3,7,1480,7040,1480,0,1974,0,10.705872401504632,USA,USA,Louisiana,LA,31.353889000000002,-92.333333,,11354
Toronto,,1626079154,2014-05-20,439000,white,3,2,2,False,0,3,8,2010,251341,1510,500,2003,0,3.5940966903125,Canada,CAN,,,48.76684,-75.38251,Passe Kapiskwawkak,N7A 9A1
Berlin,,4024101670,2014-12-04,290000,light pink,3,1,1,False,0,4,7,1040,9997,1040,0,1955,0,10.07963530127315,Germany,DEU,,,53.78333000000001,13.933329999999998,Anklamer Haffbruch,91437
Berlin,,1220069035,2014-11-20,438950,gray,4,2,2,False,3,3,7,2470,385506,2470,0,1991,0,2.747074896412037,Germany,DEU,,,54.44668000000001,10.03965,Krähenberg,64721
Millfield,Athens,5249801440,2015-04-22,570000,white,3,1,1,False,0,3,7,1660,7650,1350,310,1910,0,7.853539793125,USA,USA,Ohio,OH,39.407711,-82.111328,,11720
Berlin,,7853240310,2015-03-18,655000,light blue,4,2,2,False,2,3,9,3500,11306,3500,0,2005,0,10.30580634429398,Germany,DEU,,,49.16298,10.72914,Wehlenberg,35290
Vancouver,,3629000080,2015-04-10,237000,pink,3,1,1,False,0,3,7,960,7400,960,0,1962,0,9.729737716747684,Canada,CAN,,,49.39971,-121.0358,Amberty Creek,L4K 6V3
Lake George,Warren,726049232,2014-06-23,350000,white,3,1,1,False,0,3,7,1660,10150,1660,0,1957,0,4.475849815034723,USA,USA,New York,NY,43.416725,-73.697547,,60099
Harborside,Hancock,7933510080,2014-10-06,589000,white,3,2,1,False,0,3,8,2360,118483,2360,0,1981,0,10.6952861925463,USA,USA,Maine,ME,44.338584000000004,-68.800901,,32907
Toronto,,6649900090,2015-04-18,887000,yelow,3,2,2,False,2,4,8,3000,22040,2470,530,1942,0,2.623555757268519,Canada,CAN,,,46.150090000000006,-80.08296999999999,Clearwater Bay,V9A 0J0
Keenes,Wayne,7935000125,2014-06-05,440000,gray,3,1,1,False,0,3,6,1050,7500,1050,0,1900,0,-0.7755190733680556,USA,USA,Illinois,IL,,,,
Toronto,,3353402390,2015-05-01,171500,white,3,1,1,False,0,4,5,1150,6480,1150,0,1946,0,4.930317661736111,Canada,CAN,,,47.66111,-77.42444,Lac Diaule,E8M 9C2
Winger,Polk,7525530590,2014-07-20,760000,white,4,2,2,False,0,3,10,2990,12788,2990,0,1988,0,9.031279174780092,USA,USA,Minnesota,MN,47.537516,-95.994085,,98444
Berlin,,4037500230,2014-10-07,400000,light blue,5,2,1,False,0,4,7,2070,10488,1080,990,1958,0,3.93770559380787,Germany,DEU,,,47.94216,10.15772,Schlappersjörg,98454
Tyrone,Texas,8643200035,2014-08-21,299900,red,3,1,1,False,0,3,7,1470,27000,1470,0,1958,0,4.288463275729167,USA,USA,Oklahoma,OK,,,,
Highland,Oakland,2473000470,2014-07-08,336000,yelow,3,2,1,False,0,3,8,2760,10160,2760,0,1969,0,-2.3138740191666667,USA,USA,Michigan,MI,42.669187,-83.58951,,98444
Lyons Falls,Lewis,1151100165,2014-07-16,286300,yelow,2,1,1,False,0,3,7,1000,31838,1000,0,1962,0,4.785048564976852,USA,USA,New York,NY,43.626165,-75.355312,,08520
Reads Landing,Wabasha,439200035,2014-11-17,740000,Null,4,2,1,False,0,3,8,2560,6900,1480,1080,1959,0,5.71202421568287,USA,USA,Minnesota,MN,44.402221999999995,-92.078889,,18951
Anaconda,Deer Lodge,4058000060,2015-04-09,416000,light pink,3,2,1,False,0,5,7,2220,94300,1640,580,1976,0,3.927642561076389,USA,USA,Montana,MT,46.129863,-112.97388000000001,,54601
Berlin,,7812800155,2015-03-18,170000,pink,3,1,1,False,0,2,6,790,6750,790,0,1944,0,6.1217087344675924,Germany,DEU,,,49.13333,8.78333,Eschbach,85645
Rolling Prairie,La Porte,1163100070,2014-12-17,355950,white,4,2,1,False,0,3,7,1960,8540,1220,740,1955,0,-1.972511638877315,USA,USA,Indiana,IN,41.72286,-86.584092,,32703
Eton,Murray,3630120190,2015-03-26,660000,gray,3,2,2,False,0,3,9,2330,3995,2330,0,2006,0,10.64730673481481,USA,USA,Georgia,GA,34.825,-84.76333299999999,,07042
Bethel Island,Contra Costa,3322049005,2014-09-30,850000,Null,4,2,1,False,0,2,9,5440,239580,2720,2720,1969,0,-0.2243155101273148,USA,USA,California,CA,38.015,-121.639444,,37055
Dayton,Campbell,3889100027,2014-06-16,902000,yelow,4,2,2,False,0,3,9,3030,8507,3030,0,2003,0,10.65563344528935,USA,USA,Kentucky,KY,39.111428000000004,-84.47115500000001,,22015
Berlin,,723049448,2014-07-22,279500,light gray,3,1,1,False,0,4,7,1200,8040,1200,0,1959,0,6.2434901289351865,Germany,DEU,,,52.79062,9.917910000000001,Hoppenstedt,99532
Regina,,2769600190,2014-07-15,630000,yelow,5,2,1,False,2,3,8,1900,5000,1720,180,1957,0,0.9760900226388888,Canada,CAN,,,52.33337,-105.83445,Grant No. 372,X0A 8C2
Toronto,,191100435,2014-09-26,1600000,yelow,5,3,2,False,0,3,10,3570,10125,3570,0,2014,0,3.3030604776851864,Canada,CAN,,,46.22222,-73.32222,Lac à Coutu,T1V 2V8
Newcastle,Dixon,7129304085,2014-07-08,330000,white,3,2,1,False,0,3,7,2220,4060,1330,890,1993,0,4.1888351661226855,USA,USA,Nebraska,NE,42.620672,-96.87085,,29576
Perryville,Cecil,2218000335,2014-07-07,530000,gray,3,1,1,False,0,3,7,1320,2500,870,450,1918,0,5.220883282337963,USA,USA,Maryland,MD,39.564894,-76.059227,,45066
Gilchrist,Galveston,1370802540,2015-01-08,875000,light blue,2,2,1,False,1,4,8,2720,4913,1700,1020,1936,0,7.0261487044212965,USA,USA,Texas,TX,29.512221999999998,-94.488889,,20735
Vancouver,,1329300480,2014-10-23,376950,light pink,4,2,2,False,0,3,8,2643,5750,2643,0,2012,0,5.348321618541666,Canada,CAN,,,48.77851,-123.27282,Brackett Cove,V3Y 5Y5
Monterey,Highland,7349400420,2014-11-05,286285,pink,4,2,1,False,0,3,7,1980,9714,1170,810,1977,0,3.1801557331365733,USA,USA,Virginia,VA,38.405821,-79.59407,,30019
Berlin,,7007700030,2015-01-05,400000,light pink,3,1,1,False,0,3,7,1050,6000,1050,0,1952,0,0.2487888413310185,Germany,DEU,,,50.527770000000004,12.8389,Raschau-Markersbach,80242
Toronto,,7625702444,2014-05-10,394950,black,3,2,3,False,0,3,8,1350,1250,1270,80,2006,0,0.6450570316087963,Canada,CAN,,,45.41245,-75.69115,Bw Plus Victoria Park Suites,E4W 5B5
Vancouver,,820000018,2014-10-14,387500,gray,3,3,3,False,0,3,8,1860,2218,1860,0,2001,0,8.51630041111111,Canada,CAN,,,52.42755,-128.04016000000001,Coldwell Peninsula,G8N 3L7
Vancouver,,5126900321,2014-05-29,295000,light pink,4,2,2,False,0,3,7,2290,4539,2290,0,2001,0,4.424326506655093,Canada,CAN,,,50.41645,-121.71932,Lytton Indian Reserve 33,E7P 9Y8
Berlin,,7230200310,2015-04-09,289571,light gray,3,1,1,False,0,3,7,1340,25160,1340,0,1968,0,-0.7952961682986109,Germany,DEU,,,54.4026,13.664589999999999,Granitzer Ort,71975
Vancouver,,8944460290,2014-10-23,398000,white,5,2,2,False,0,3,9,3004,5700,3004,0,2006,0,6.188784211342592,Canada,CAN,,,49.549640000000004,-125.16955,Toma Creek,P1P 3P8
Poultney,Rutland,9406520290,2014-12-29,305000,black,3,2,2,False,0,3,7,1646,12414,1646,0,1996,0,8.55146279869213,USA,USA,Vermont,VT,43.53321,-73.22528100000001,,78501
Berlin,,2481200140,2014-10-15,330000,white,3,1,1,False,0,4,7,1320,9675,1320,0,1970,0,-1.004447620208333,Germany,DEU,,,52.23587,8.52472,Bieren,58292
Evans,Weld,9808650060,2015-02-25,1300000,light gray,3,2,1,False,0,4,8,2350,15021,1770,580,1976,0,2.041671430462963,USA,USA,Colorado,CO,40.380255,-104.69709499999999,,84067
Toronto,,3578400910,2015-03-16,400000,yelow,3,2,1,False,0,3,8,1010,12252,1010,0,1980,0,-1.229875067905092,Canada,CAN,,,48.85944,-72.8725,Lac du Cran,N4N 5K5
Vancouver,,2172000890,2014-11-20,385000,gray,4,2,2,False,0,3,8,2560,6238,2560,0,2007,0,0.08669838836805556,Canada,CAN,,,52.48319,-120.90265,Slate Bay,G8N 2L5
Toronto,,9274201809,2014-11-19,542500,black,3,2,2,False,0,3,8,1920,1649,1600,320,2004,0,-2.4004718058101853,Canada,CAN,,,47.746109999999994,-77.0575,Lac Falgos,M1B 2V0
Roann,Wabash,8649401270,2015-04-30,167000,white,1,1,1,False,0,3,6,780,10235,780,0,1989,0,9.640720108148148,USA,USA,Indiana,IN,40.906649,-85.88988499999999,,93555
Bethera,Berkeley,8078100260,2014-09-12,340000,white,4,2,2,False,0,3,8,2360,7475,2360,0,1992,0,7.889854898576388,USA,USA,South Carolina,SC,33.201389,-79.788333,,79930
Toronto,,2122059216,2015-04-14,422000,yelow,4,2,2,False,0,3,10,2930,5973,2930,0,2008,0,-0.9479492851157408,Canada,CAN,,,48.026109999999996,-73.66278,Lac Pisew,K7H 1L4
Berlin,,6383000790,2015-01-22,626000,black,4,2,1,False,0,4,8,2570,7221,1570,1000,1958,0,2.1007981473379633,Germany,DEU,,,,,,
Andover,Ashtabula,7852020640,2014-10-20,470000,Null,3,2,2,False,0,3,8,2100,4700,2100,0,1999,0,6.137273334513888,USA,USA,Ohio,OH,41.622488,-80.575374,,20170
Berlin,,6071300160,2014-08-22,585000,black,5,2,1,False,0,3,8,2560,14467,1280,1280,1960,0,5.601946171273148,Germany,DEU,,,50.46219,8.26384,Schmidskopf,25631
Berlin,,2422049104,2014-12-30,235000,white,2,1,1,False,0,3,6,830,9000,830,0,1939,0,7.172759825659722,Germany,DEU,,,50.95097,6.50116,Tagebau Hambach,31199
Toronto,,1523300157,2014-10-15,325000,Null,2,0,2,False,0,3,7,1020,1076,1020,0,2008,0,9.214937735671297,Canada,CAN,,,56.250319999999995,-74.61589000000001,Îles Wiskichanikw,E3L 6R3
Toronto,,7811100230,2014-07-24,650000,yelow,4,2,1,False,0,4,9,2020,15810,1620,400,1967,0,-1.750361856805555,Canada,CAN,,,50.79306,-67.67194,Lac du Cerf-Volant,H3E 3P2
Vancouver,,1221039066,2014-10-17,310000,yelow,4,2,1,False,0,4,8,3140,22100,1820,1320,1960,0,9.844111434780093,Canada,CAN,,,50.44605,-125.55305,Cordero Channel,G6H 4P5
Berlin,,1072000400,2014-10-23,385000,light pink,4,3,2,False,0,4,8,2120,13000,2120,0,1978,0,5.861342566284722,Germany,DEU,,,53.15254,11.04418,Hitzacker,32839
Winnipeg,,5381000411,2015-04-10,239950,white,3,1,1,False,0,3,7,1440,7200,1440,0,1986,0,-1.431475779988426,Canada,CAN,,,50.97501,-100.25804000000001,Buck Creek,L3M 7A2
Burnsville,Yancey,1839910300,2015-01-06,299950,light pink,3,1,1,False,0,4,7,1030,9916,1030,0,1972,0,10.05056245097222,USA,USA,North Carolina,NC,35.902974,-82.287623,,37803
Halifax,,339600290,2015-04-06,379950,light gray,3,2,1,False,0,3,7,1080,5077,1080,0,1985,0,5.367173625625,Canada,CAN,,,46.30012,-63.23199,Loyalist,K2S 6R9
Atikokan,,7202300110,2014-09-15,810000,yelow,4,3,2,False,0,3,9,3990,7838,3990,0,2003,0,3.6401108289699065,Canada,CAN,,,48.299479999999996,-90.26503000000001,Edith Lake,A1K 8H0
Harvel,Montgomery,3905040800,2014-09-25,533600,yelow,3,2,2,False,0,4,8,1930,5080,1930,0,1990,0,8.907043642581018,USA,USA,Illinois,IL,39.371865,-89.53804000000001,,07017
Berlin,,7972603385,2014-05-16,245000,gray,2,1,1,False,0,3,6,870,6150,870,0,1941,0,3.3369354327662037,Germany,DEU,,,47.9701,11.777519999999999,Aying,51261
Vancouver,,9287802380,2014-05-22,940000,gray,4,2,1,False,0,3,8,2080,4000,2080,0,1912,2000,1.5323691585763892,Canada,CAN,,,49.18298,-121.96927,Skwali Indian Reserve 3,B1H 0L2
Berlin,,1387300760,2014-08-04,385000,light pink,3,2,1,False,0,3,7,1650,7800,1260,390,1969,0,3.765121434351852,Germany,DEU,,,53.50101,10.740680000000001,Langenlehsten,48262
Berlin,,4222310410,2014-09-29,230500,black,3,2,1,False,1,3,7,1690,7245,1160,530,1973,0,3.3443667890972213,Germany,DEU,,,51.957370000000004,8.94046,Loholz,27368
St_Johns,,9211500150,2015-01-17,235000,light blue,3,1,1,False,0,4,7,1480,6592,1080,400,1978,0,2.1977360516203706,Canada,CAN,,,47.11659,-53.09806999999999,Mount Carmel,N4X 9M2
Winnipeg,,2597530650,2014-08-15,820000,light pink,3,2,2,False,0,3,9,2970,9600,2970,0,1994,0,-2.700281741539352,Canada,CAN,,,49.70169,-96.20496999999999,Windy Lake,V9Y 8J5
Mc Connellsburg,Fulton,1241900028,2015-04-17,880000,black,5,2,2,False,0,3,9,3020,9187,3020,0,2007,0,3.301951846331018,USA,USA,Pennsylvania,PA,39.944251,-77.990117,,37040
Amalia,Taos,1924069058,2014-10-10,965000,white,4,3,2,False,0,5,9,5010,49222,3710,1300,1978,0,-1.258985600393518,USA,USA,New Mexico,NM,36.941944,-105.45388899999999,,39120
Scott,Pulaski,7171200445,2015-02-28,550700,black,2,1,1,False,0,4,6,1010,5000,1010,0,1908,0,1.289134922789352,USA,USA,Arkansas,AR,34.694215,-92.11565999999999,,38637
Toronto,,126059310,2014-11-30,1000000,yelow,3,2,1,False,0,3,9,3040,52302,3040,0,2005,0,10.46642001019676,Canada,CAN,,,46.865829999999995,-74.41917,Lac Harel,T8S 0S7
Lincoln,Talladega,4054560120,2014-10-08,970000,gray,3,3,2,False,0,3,9,3840,53696,3840,0,1996,0,6.51504821375,USA,USA,Alabama,AL,33.605913,-86.111152,,11364
Macomb,Pottawatomie,4053200410,2014-05-13,273000,white,4,1,1,False,0,4,6,2180,22870,1280,900,1954,1975,3.9440294400810187,USA,USA,Oklahoma,OK,35.12052,-97.033964,,35173
Halifax,,745530180,2015-03-17,870000,light blue,5,3,2,False,0,3,9,4495,10079,3580,915,2013,0,-2.7554330641087965,Canada,CAN,,,44.22377,-65.86645,Gold Lake,V0X 2X2
Berlin,,8567450060,2014-06-09,563500,light pink,4,2,2,False,0,3,8,2800,12831,2800,0,2001,0,7.574485064201388,Germany,DEU,,,49.03333,10.18333,Eschenbuck,10959
Berlin,,7202331160,2014-06-16,632500,white,5,2,2,False,0,3,7,2640,7096,2640,0,2003,0,2.4344425853125,Germany,DEU,,,52.28144,7.198239999999999,Friedrichsthal,83469
Spanishburg,Mercer,8081010040,2014-09-11,1150000,gray,3,2,1,False,3,3,11,3160,24437,2160,1000,1991,0,10.22106820328704,USA,USA,West Virginia,WV,,,,
Berlin,,1005000220,2015-03-10,410000,light pink,2,1,1,False,0,3,7,2020,7540,1010,1010,1921,0,10.68015384903935,Germany,DEU,,,47.760670000000005,11.49312,Linden,52118
Brooklyn,Windham,2944500710,2015-02-20,305000,light gray,4,2,2,False,0,3,8,2430,9103,2430,0,1990,0,4.183986263101852,USA,USA,Connecticut,CT,41.780747,-71.95412900000001,,11375
Toronto,,1245000865,2015-04-08,620000,yelow,3,2,1,False,0,3,7,1990,6256,1390,600,0,0,9.924719550856484,Canada,CAN,,,48.06562,-74.54708000000001,Lac Porc-Épic,K8R 0C3
Berlin,,8159620260,2014-07-11,303000,white,4,2,1,False,0,3,7,2560,8927,1790,770,1976,0,-2.6312309456365743,Germany,DEU,,,47.82505,11.26704,Kreutberg,57989
Berlin,,2892700041,2014-07-14,168000,pink,3,1,1,False,0,4,6,1370,7439,1370,0,1963,0,2.1112280892245368,Germany,DEU,,,51.64198,7.2645100000000005,Oer-Erkenschwick,61260
Berlin,,3996900575,2014-10-07,259950,white,2,1,1,False,0,3,6,770,6542,770,0,1948,0,-0.613930273912037,Germany,DEU,,,49.78887,10.08943,Bahnhof Dettelbach,89747
Saratoga,Carbon,7183000070,2014-08-21,369160,white,4,2,2,False,2,4,8,2120,9680,2120,0,1965,0,6.532042174340278,USA,USA,Wyoming,WY,41.446293,-106.79753799999999,,19047
Toronto,,1890000166,2014-09-05,540000,light pink,3,2,3,False,0,3,8,1280,1889,1280,0,2009,0,-1.983167060115741,Canada,CAN,,,51.533409999999996,-86.49983,Martin Falls,B0P 7P0
Vancouver,,1930301325,2015-04-23,1025000,gray,3,2,2,False,2,5,8,2780,4000,1960,820,1904,0,6.929203852615742,Canada,CAN,,,49.53311,-118.36339,Franklin Creek,G0J 9A2
Denver,Arapahoe,625049313,2014-09-02,460000,pink,3,1,1,False,0,3,7,1140,4600,1140,0,1942,0,10.26587352516204,USA,USA,Colorado,CO,39.6941,-104.8786,,19701
Vancouver,,2754700095,2015-03-16,747000,yelow,3,1,2,False,0,4,7,1710,5120,1710,0,1920,0,-1.011363649664352,Canada,CAN,,,48.41702,-123.37737,Fisher House Bed And Breakfast,R7N 0T6
Litchfield,Medina,6204200170,2014-07-09,525000,white,4,2,1,False,0,3,8,2910,6308,1640,1270,1985,0,9.34767132957176,USA,USA,Ohio,OH,41.166847,-82.015674,,30534
Pine Beach,Ocean,622049114,2015-02-18,2125000,white,3,2,2,True,4,4,12,5403,24069,5403,0,1976,0,9.517321159675927,USA,USA,New Jersey,NJ,39.934746000000004,-74.167992,,18940
Toronto,,6666800180,2015-01-30,715000,yelow,4,2,1,False,0,4,9,1900,8272,1460,440,1966,0,-0.8812749074305556,Canada,CAN,,,55.942890000000006,-67.25927,Lac Tassy,A8A 7Y2
Toronto,,1338800430,2014-07-28,950000,yelow,3,1,2,False,0,3,8,2150,3503,1870,280,1921,0,0.1484692688541667,Canada,CAN,,,50.876940000000005,-67.06111,Lac Parallèle,N5V 5V3
Fords Branch,Pike,200500610,2014-06-11,571000,gray,3,2,2,False,0,3,9,2600,7465,2600,0,1988,0,-2.112259347256944,USA,USA,Kentucky,KY,37.433056,-82.511111,,60139
Burr Oak,Jewell,1545804340,2015-04-09,240000,white,3,1,1,False,0,3,7,1760,6500,1150,610,1987,0,2.379580919155093,USA,USA,Kansas,KS,39.893177,-98.34991099999999,,39401
